CampaignName,Campaigncode,Campaignsubcode,mastercampaigncode,CustomerType,channel,segmentid,segmentname,campaigntype,CampaignScheduleDate,RoiStartDate,RoiEndDate,IncentiveType,IncentiveOfferCode,IncentiveValue,IncentiveNarration,TotalBase,Delivered,Undelivered,DND,Expired,Failed,Unsubscribe,DeliveryRate,Opened,OpenRate,Clicked,ClickThroughRate,Responder,ResponderSales,ResponderTransaction,ResponderATV,ResponderHitRate,ResponderVisit,ResponderABS,TotalPointIssued,PointsRedeemed,PointsRedeemer,PointsRedeemerSales,PointsRedeemerTransaction,RedeemerVisit,RedeemerHitRate,AmountRedeemer,AmountRedeemerSales,AmountRedeemerTransaction,AmountRedeemerATV,AmountRedeemerABS,CouponIssued,CouponRedeemer,CouponRedeemerSales,CouponRedeemerTransaction,CouponRedeemed,ProductRedeemer,ProductRedeemerSales,ProductRedeemerTransaction,ProductRedeemerATV,ProductRedeemerABS,PerProductRedeemer,GvRedeemer,GVRedeemerSales,GVRedeemerTransaction,GVRedeemerABS,Lift,Shift,IncreamentalSales,CommunicationCost,OfferCost,ROIWithCommunicationCost,ROIWithCommunicationCostAndRewardCost,OfferType,IncrementalHitRate,CostPerResponder,ContentType
mvc_repeaters_10k_festive_12827_7_REM,BROD_BROD_3416,BROD_BROD_3416_2025-10-10,MASTER_CAMPAIGN_3210,Control,WhatsApp,1023,R2R_P1_MVC_Repeaters_Max_Bill_Value_gt_than_10K_rest_of_india_oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,,,0,,243,0,,,,243,,0%,0,,0,,15,166151.0,16,10384.44,,15,4.0,4472.00,5183.00,3,35698.00,3,3,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,0,0,mvc_repeaters_10k_festive_12827_7
mvc_repeaters_10k_pujo_12827_8_REM,BROD_BROD_3417,BROD_BROD_3417_2025-10-10,MASTER_CAMPAIGN_3210,Control,WhatsApp,1051,MVC_P1_MVC_Customers_puja_Stores_oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,,,0,,79,0,,,,79,,0%,0,,0,,3,15475.0,3,5158.33,,3,2.67,494.00,721.00,1,3685.00,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,0,0,mvc_repeaters_10k_pujo_12827_8
mvc_repeaters_10k_pujo_12827_8_REM,BROD_BROD_3417,BROD_BROD_3417_2025-10-10,MASTER_CAMPAIGN_3210,Target,WhatsApp,1051,MVC_P1_MVC_Customers_puja_Stores_oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,,,0,,3426,1815,,,,1473,,52.98%,1057,58.24%,0,0%,50,507681.85,62,8188.42,2.75%,56,3.15,10238.00,17256.00,15,98612.00,15,15,0.8264%,,,,,,,,,,,,,,,,,,,,,208985.3073,-156050.8142,52934.4931,2055.60,0,25.7514,25.7514,,-0.0105,41.11,mvc_repeaters_10k_pujo_12827_8
mvc_suits__jackets_chhath_12827_9_REM,BROD_BROD_3418,BROD_BROD_3418_2025-10-10,MASTER_CAMPAIGN_3210,Control,WhatsApp,1022,MVC_P1_MVC_Customers_who_purchased_suits_jackets_chath_stores_oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,,,0,,39,0,,,,39,,0%,0,,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,0,,mvc_suits__jackets_chhath_12827_9
mvc_suits__jackets_chhath_12827_9_REM,BROD_BROD_3418,BROD_BROD_3418_2025-10-10,MASTER_CAMPAIGN_3210,Target,WhatsApp,1022,MVC_P1_MVC_Customers_who_purchased_suits_jackets_chath_stores_oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,,,0,,2452,1335,,,,985,,54.45%,843,63.15%,0,0%,9,89478.0,9,9942,0.67%,9,3.33,3985.00,2048.00,2,10832.00,2,2,0.1498%,,,,,,,,,,,,,,,,,,,,,0.0,88926.219,88926.219,1471.20,0,60.4447,60.4447,,0.0067,163.47,mvc_suits__jackets_chhath_12827_9
Existing_OT_1_12_Month_Suits&Jackets_Pujo_12826_REM_3319,BROD_BROD_3420,BROD_BROD_3420_2025-10-10,MASTER_CAMPAIGN_3419,Control,RCS,1115,N2r_P3_Existing_One_Timer_R_Bw_1_12_Month_Suits___Jackets_Puja_Stores_Oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,116,0,116,0,0,0,0,0%,0,,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,
Existing_OT_1_12_Month_Suits&Jackets_Pujo_12826_REM_3319,BROD_BROD_3420,BROD_BROD_3420_2025-10-10,MASTER_CAMPAIGN_3419,Target,RCS,1115,N2r_P3_Existing_One_Timer_R_Bw_1_12_Month_Suits___Jackets_Puja_Stores_Oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,4966,4096,86,509,0,240,35,82.48%,278,6.79%,0,0%,10,83264.0,10,8326.4,0.24%,10,2.8,1809.00,3045.00,2,6101.00,2,2,0.0488%,,,,,,,,,,,,,,,,,,,,,0.0,81851.8426,81851.8426,4966,0,16.4824,16.4824,,0.0024,496.6,
Existing_Repeater_1_12_Suits&Jackets_Pujo_12826_REM_3320,BROD_BROD_3421,BROD_BROD_3421_2025-10-10,MASTER_CAMPAIGN_3419,Control,RCS,1118,R2r_P3_Existing_Repeat_R_Bw_1_12_Month_Suits___Jackets_Puja_Stores_Oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,101,0,101,0,0,0,0,0%,0,,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,
Existing_Repeater_1_12_Suits&Jackets_Pujo_12826_REM_3320,BROD_BROD_3421,BROD_BROD_3421_2025-10-10,MASTER_CAMPAIGN_3419,Target,RCS,1118,R2r_P3_Existing_Repeat_R_Bw_1_12_Month_Suits___Jackets_Puja_Stores_Oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,3914,3160,74,495,0,175,10,80.74%,195,6.17%,0,0%,35,279515.0,39,7167.05,1.11%,35,2.28,561.00,4093.00,3,6829.00,3,3,0.0949%,,,,,,,,,,,,,,,,,,,,,0.0,251391.4458,251391.4458,3914,0,64.2288,64.2288,,0.0111,111.83,
Existing_13_24_Suits&Jackets_Pujo_12826_REM_3321,BROD_BROD_3422,BROD_BROD_3422_2025-10-10,MASTER_CAMPAIGN_3419,Target,RCS,1104,Winback_P4_Existing_R_Bw_13_24_Month_Suits___Jackets_Puja_Stores_Oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,9835,7795,142,1201,0,599,98,79.26%,416,5.34%,0,0%,15,155707.0,15,10380.47,0.19%,15,3.33,1672.00,0.00,0,0.00,0,0,0%,,,,,,,,,,,,,,,,,,,,,0.0,153739.9509,153739.9509,9835,0,15.6319,15.6319,,0.0019,655.67,
Existing_13_24_Suits&Jackets_Pujo_12826_REM_3321,BROD_BROD_3422,BROD_BROD_3422_2025-10-10,MASTER_CAMPAIGN_3419,Control,RCS,1104,Winback_P4_Existing_R_Bw_13_24_Month_Suits___Jackets_Puja_Stores_Oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,222,0,222,0,0,0,0,0%,0,,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,
New_Customer_Pujo_12826_REM_3114,BROD_BROD_3423,BROD_BROD_3423_2025-10-10,MASTER_CAMPAIGN_3419,Target,RCS,474,WA_Test,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,11,7,4,0,0,0,0,63.64%,2,28.57%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
Existing_OT_1_12_Month_Suits&Jackets_Dussehra_12826_REM_3322,BROD_BROD_3424,BROD_BROD_3424_2025-10-10,MASTER_CAMPAIGN_3419,Control,RCS,1111,N2r_P3_Existing_One_Timer_R_Bw_1_12_Month_Suits___Jackets_Dusshera_Stores_Oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,62,0,62,0,0,0,0,0%,0,,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,
Existing_OT_1_12_Month_Suits&Jackets_Dussehra_12826_REM_3322,BROD_BROD_3424,BROD_BROD_3424_2025-10-10,MASTER_CAMPAIGN_3419,Target,RCS,1111,N2r_P3_Existing_One_Timer_R_Bw_1_12_Month_Suits___Jackets_Dusshera_Stores_Oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,2932,2072,56,626,0,166,12,70.67%,109,5.26%,0,0%,3,27701.0,3,9233.67,0.14%,3,4.0,0.00,560.00,1,5778.00,1,1,0.0483%,,,,,,,,,,,,,,,,,,,,,0.0,26785.0299,26785.0299,2932,0,9.1354,9.1354,,0.0014,977.33,
Existing_Repeater_1_12_Suits&Jackets_Dussehra_12826_REM_3323,BROD_BROD_3425,BROD_BROD_3425_2025-10-10,MASTER_CAMPAIGN_3419,Target,RCS,1106,R2r_P3_Existing_Repeat_R_Bw_1_12_Month_Suits___Jackets_Dusshera_Stores_Oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,1875,1269,25,483,0,93,5,67.68%,88,6.93%,0,0%,9,80074.00,11,7279.45,0.71%,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1875,0,,,,0.0071,208.33,
Existing_Repeater_1_12_Suits&Jackets_Dussehra_12826_REM_3323,BROD_BROD_3425,BROD_BROD_3425_2025-10-10,MASTER_CAMPAIGN_3419,Control,RCS,1106,R2r_P3_Existing_Repeat_R_Bw_1_12_Month_Suits___Jackets_Dusshera_Stores_Oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,25,0,25,0,0,0,0,0%,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
Existing_13_24_Suits&Jackets_Dussehra_12826_REM_3324,BROD_BROD_3426,BROD_BROD_3426_2025-10-10,MASTER_CAMPAIGN_3419,Target,RCS,1105,Winback_P4_Existing_R_Bw_13_24_Month_Suits___Jackets_Dusshera_Stores_Oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,7093,4892,117,1540,0,484,60,68.97%,233,4.76%,0,0%,9,104541.00,9,11615.67,0.18%,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7093,0,,,,0.0018,788.11,
Existing_13_24_Suits&Jackets_Dussehra_12826_REM_3324,BROD_BROD_3426,BROD_BROD_3426_2025-10-10,MASTER_CAMPAIGN_3419,Control,RCS,1105,Winback_P4_Existing_R_Bw_13_24_Month_Suits___Jackets_Dusshera_Stores_Oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,123,0,123,0,0,0,0,0%,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
New_Customer_Dussehra_12826_REM_3222,BROD_BROD_3427,BROD_BROD_3427_2025-10-10,MASTER_CAMPAIGN_3419,Target,RCS,1084,N2R_P2_New_Customer_dusshera_stores_oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,11060,8349,148,1928,0,625,10,75.49%,699,8.37%,0,0%,39,325642.25,42,7753.39,0.47%,40,2.12,4552.00,1685.00,1,6844.00,1,1,0.012%,,,,,,,,,,,,,,,,,,,,,0.0,304245.3496,304245.3496,11060,0,27.5086,27.5086,,0.0047,283.59,
New_Customer_Dussehra_12826_REM_3222,BROD_BROD_3427,BROD_BROD_3427_2025-10-10,MASTER_CAMPAIGN_3419,Control,RCS,1084,N2R_P2_New_Customer_dusshera_stores_oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,214,0,214,0,0,0,0,0%,0,,0,,,,,,,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,
Existing_OT_1_12_Month_Suits&Jackets_Festive_12826_REM_3325,BROD_BROD_3428,BROD_BROD_3428_2025-10-10,MASTER_CAMPAIGN_3419,Control,RCS,1121,N2r_P3_Existing_One_Timer_R_Bw_1_12_Month_Suits___Jackets_Rest_Of_India_Oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,711,0,711,0,0,0,0,0%,0,,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,
Existing_OT_1_12_Month_Suits&Jackets_Festive_12826_REM_3325,BROD_BROD_3428,BROD_BROD_3428_2025-10-10,MASTER_CAMPAIGN_3419,Target,RCS,1121,N2r_P3_Existing_One_Timer_R_Bw_1_12_Month_Suits___Jackets_Rest_Of_India_Oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,32560,24458,499,5666,0,1714,223,75.12%,1858,7.6%,0,0%,63,580024.6,66,8788.25,0.26%,64,2.42,4125.00,3160.00,6,14569.00,6,6,0.0245%,,,,,,,,,,,,,,,,,,,,,0.0,558851.8481,558851.8481,32560,0,17.1638,17.1638,,0.0026,516.83,
Existing_Repeater_1_12_Suits&Jackets_Festive_12826_REM_3326,BROD_BROD_3429,BROD_BROD_3429_2025-10-10,MASTER_CAMPAIGN_3419,Target,RCS,1123,R2r_P3_Existing_Repeat_R_Bw_1_12_Month_Suits___Jackets_Rest_Of_India_Oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,26165,19161,412,5553,0,990,49,73.23%,1466,7.65%,0,0%,191,1674641.08,211,7936.69,1%,196,2.52,19786.00,8269.00,9,43954.00,9,9,0.047%,,,,,,,,,,,,,,,,,,,,,0.0,1520749.1709,1520749.1709,26165,0,58.1215,58.1215,,0.01,136.99,
Existing_Repeater_1_12_Suits&Jackets_Festive_12826_REM_3326,BROD_BROD_3429,BROD_BROD_3429_2025-10-10,MASTER_CAMPAIGN_3419,Control,RCS,1123,R2r_P3_Existing_Repeat_R_Bw_1_12_Month_Suits___Jackets_Rest_Of_India_Oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,508,0,508,0,0,0,0,0%,0,,0,,,,,,,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,
Existing_13_24_Suits&Jackets_Festive_12826_REM_3327,BROD_BROD_3430,BROD_BROD_3430_2025-10-10,MASTER_CAMPAIGN_3419,Target,RCS,1109,Winback_P4_Existing_R_Bw_13_24_Month_Suits___Jackets_Rest_Of_India_Oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,77342,55972,1255,15034,0,4396,685,72.37%,3904,6.97%,0,0%,179,1931605.77,194,9956.73,0.32%,186,2.68,26253.00,3818.00,6,37395.00,6,6,0.0107%,,,,,,,,,,,,,,,,,,,,,0.0,1783353.893,1783353.893,77342,0,23.058,23.058,,0.0032,432.08,
Existing_13_24_Suits&Jackets_Festive_12826_REM_3327,BROD_BROD_3430,BROD_BROD_3430_2025-10-10,MASTER_CAMPAIGN_3419,Control,RCS,1109,Winback_P4_Existing_R_Bw_13_24_Month_Suits___Jackets_Rest_Of_India_Oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,1638,0,1638,0,0,0,0,0%,0,,0,,,,,,,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,
New_Customer_Rest_Festive_12826_REM_3231,BROD_BROD_3431,BROD_BROD_3431_2025-10-10,MASTER_CAMPAIGN_3419,Control,RCS,1069,N2R_P2_New_Customer_rest_of_india_oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,1428,0,1428,0,0,0,0,0%,0,,0,,,,,,,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,
New_Customer_Rest_Festive_12826_REM_3231,BROD_BROD_3431,BROD_BROD_3431_2025-10-10,MASTER_CAMPAIGN_3419,Target,RCS,1069,N2R_P2_New_Customer_rest_of_india_oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,69031,54577,862,10792,0,2721,79,79.06%,4335,7.94%,0,0%,321,2796263.91,387,7225.49,0.59%,341,2.38,44033.00,0.00,0,0.00,0,0,0%,,,,,,,,,,,,,,,,,,,,,0.0,2326638.8496,2326638.8496,69031,0,33.7043,33.7043,,0.0059,215.05,
Existing_OT_1_12_Month_Suits&Jackets_Common_12826_REM_3328,BROD_BROD_3432,BROD_BROD_3432_2025-10-10,MASTER_CAMPAIGN_3419,Target,RCS,1107,N2r_P3_Existing_One_Timer_R_Bw_1_12_Month_Suits___Jackets_Common_Stores_Oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,2505,2089,37,250,0,111,18,83.39%,145,6.94%,0,0%,3,20779.0,3,6926.33,0.14%,3,2.33,0.00,365.00,1,7668.00,1,1,0.0479%,,,,,,,,,,,,,,,,,,,,,0.0,20256.7447,20256.7447,2505,0,8.0865,8.0865,,0.0014,835,
Existing_OT_1_12_Month_Suits&Jackets_Common_12826_REM_3328,BROD_BROD_3432,BROD_BROD_3432_2025-10-10,MASTER_CAMPAIGN_3419,Control,RCS,1107,N2r_P3_Existing_One_Timer_R_Bw_1_12_Month_Suits___Jackets_Common_Stores_Oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,66,0,66,0,0,0,0,0%,0,,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,
Existing_Repeater_1_12_Suits&Jackets_Common_12826_REM_3329,BROD_BROD_3433,BROD_BROD_3433_2025-10-10,MASTER_CAMPAIGN_3419,Control,RCS,1117,R2r_P3_Existing_Repeat_R_Bw_1_12_Month_Suits___Jackets_Common_Stores_Oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,29,0,29,0,0,0,0,0%,0,,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,
Existing_Repeater_1_12_Suits&Jackets_Common_12826_REM_3329,BROD_BROD_3433,BROD_BROD_3433_2025-10-10,MASTER_CAMPAIGN_3419,Target,RCS,1117,R2r_P3_Existing_Repeat_R_Bw_1_12_Month_Suits___Jackets_Common_Stores_Oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,2131,1754,40,239,0,92,6,82.31%,147,8.38%,0,0%,17,170199.75,19,8957.88,0.97%,17,2.42,3599.00,2307.00,4,29754.00,4,4,0.2281%,,,,,,,,,,,,,,,,,,,,,0.0,152407.5787,152407.5787,2131,0,71.5193,71.5193,,0.0097,125.35,
Existing_13_24_Suits&Jackets_Common_12826_REM_3330,BROD_BROD_3434,BROD_BROD_3434_2025-10-10,MASTER_CAMPAIGN_3419,Control,RCS,1122,Winback_P4_Existing_R_Bw_13_24_Month_Suits___Jackets_Common_Stores_Oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,122,0,122,0,0,0,0,0%,0,,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,
Existing_13_24_Suits&Jackets_Common_12826_REM_3330,BROD_BROD_3434,BROD_BROD_3434_2025-10-10,MASTER_CAMPAIGN_3419,Target,RCS,1122,Winback_P4_Existing_R_Bw_13_24_Month_Suits___Jackets_Common_Stores_Oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,6099,4887,132,691,0,342,47,80.13%,369,7.55%,0,0%,13,178358.0,13,13719.85,0.27%,13,3.62,5700.00,1135.00,1,2249.00,1,1,0.0205%,,,,,,,,,,,,,,,,,,,,,0.0,181032.0488,181032.0488,6099,0,29.6823,29.6823,,0.0027,469.15,
New_Customer_Common_12826_REM_3237,BROD_BROD_3435,BROD_BROD_3435_2025-10-10,MASTER_CAMPAIGN_3419,Control,RCS,1056,N2R_P2_New_Customer_common_stores_oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,94,0,94,0,0,0,0,0%,0,,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,
New_Customer_Common_12826_REM_3237,BROD_BROD_3435,BROD_BROD_3435_2025-10-10,MASTER_CAMPAIGN_3419,Target,RCS,1056,N2R_P2_New_Customer_common_stores_oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,5027,4305,73,424,0,219,6,85.64%,396,9.2%,0,0%,20,132273.25,22,6012.42,0.46%,20,1.95,2039.00,0.00,0,0.00,0,0,0%,,,,,,,,,,,,,,,,,,,,,0.0,119063.9533,119063.9533,5027,0,23.6849,23.6849,,0.0046,251.35,
Existing_OT_1_12_Month_Suits&Jackets_Chhath_12826_REM_3331,BROD_BROD_3436,BROD_BROD_3436_2025-10-10,MASTER_CAMPAIGN_3419,Control,RCS,1112,N2r_P3_Existing_One_Timer_R_Bw_1_12_Month_Suits___Jackets_Chath_Stores_Oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,27,0,27,0,0,0,0,0%,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
Existing_OT_1_12_Month_Suits&Jackets_Chhath_12826_REM_3331,BROD_BROD_3436,BROD_BROD_3436_2025-10-10,MASTER_CAMPAIGN_3419,Target,RCS,1112,N2r_P3_Existing_One_Timer_R_Bw_1_12_Month_Suits___Jackets_Chath_Stores_Oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,1203,1039,19,84,0,52,9,86.37%,85,8.18%,0,0%,1,6983.00,1,6983,0.1%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1203,0,,,,0.001,1203,
Existing_Repeater_1_12_Suits&Jackets_Chhath_12826_REM_3332,BROD_BROD_3437,BROD_BROD_3437_2025-10-10,MASTER_CAMPAIGN_3419,Control,RCS,1108,R2r_P3_Existing_Repeat_R_Bw_1_12_Month_Suits___Jackets_Chath_Stores_Oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,12,0,12,0,0,0,0,0%,0,,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,
Existing_Repeater_1_12_Suits&Jackets_Chhath_12826_REM_3332,BROD_BROD_3437,BROD_BROD_3437_2025-10-10,MASTER_CAMPAIGN_3419,Target,RCS,1108,R2r_P3_Existing_Repeat_R_Bw_1_12_Month_Suits___Jackets_Chath_Stores_Oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,817,691,13,87,0,23,3,84.58%,69,9.99%,0,0%,6,72935.0,7,10419.29,0.87%,6,3.0,275.00,0.00,0,0.00,0,0,0%,,,,,,,,,,,,,,,,,,,,,0.0,62637.6457,62637.6457,817,0,76.6679,76.6679,,0.0087,136.17,
Existing_13_24_Suits&Jackets_Chhath_12826_REM_3333,BROD_BROD_3438,BROD_BROD_3438_2025-10-10,MASTER_CAMPAIGN_3419,Control,RCS,1120,Winback_P4_Existing_R_Bw_13_24_Month_Suits___Jackets_Chath_Stores_Oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,48,0,48,0,0,0,0,0%,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
Existing_13_24_Suits&Jackets_Chhath_12826_REM_3333,BROD_BROD_3438,BROD_BROD_3438_2025-10-10,MASTER_CAMPAIGN_3419,Target,RCS,1120,Winback_P4_Existing_R_Bw_13_24_Month_Suits___Jackets_Chath_Stores_Oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,2543,2115,36,219,0,153,20,83.17%,189,8.94%,0,0%,5,77711.00,5,15542.2,0.24%,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2543,0,,,,0.0024,508.6,
New_Customer_Chhath_12826_REM_3243,BROD_BROD_3439,BROD_BROD_3439_2025-10-10,MASTER_CAMPAIGN_3419,Control,RCS,1049,N2R_P2_New_Customer_chath_stores_oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,56,0,56,0,0,0,0,0%,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
New_Customer_Chhath_12826_REM_3243,BROD_BROD_3439,BROD_BROD_3439_2025-10-10,MASTER_CAMPAIGN_3419,Target,RCS,1049,N2R_P2_New_Customer_chath_stores_oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,2804,2454,32,190,0,127,1,87.52%,260,10.59%,0,0%,18,129170.78,20,6458.54,0.73%,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2804,0,,,,0.0073,155.78,
MVCPush_1_12_HV_15_19_5K_chath_12826_REM_3317,BROD_BROD_3440,BROD_BROD_3440_2025-10-10,MASTER_CAMPAIGN_3419,Control,RCS,1119,Mvcpush_P3_Mvcpush_Existing_R_Bw_1_12_Month_High_Value_15_19_5k_Chath_Stores_Oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,2,0,2,0,0,0,0,0%,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
MVCPush_1_12_HV_15_19_5K_chath_12826_REM_3317,BROD_BROD_3440,BROD_BROD_3440_2025-10-10,MASTER_CAMPAIGN_3419,Target,RCS,1119,Mvcpush_P3_Mvcpush_Existing_R_Bw_1_12_Month_High_Value_15_19_5k_Chath_Stores_Oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,253,212,6,23,0,11,1,83.79%,19,8.96%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,,,,,,,
N2R_Existing_OT_1_12_Casual_chath_12826_REM_3260,BROD_BROD_3441,BROD_BROD_3441_2025-10-10,MASTER_CAMPAIGN_3419,Control,RCS,1034,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Casual_chath_stores_oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,29,0,29,0,0,0,0,0%,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
N2R_Existing_OT_1_12_Casual_chath_12826_REM_3260,BROD_BROD_3441,BROD_BROD_3441_2025-10-10,MASTER_CAMPAIGN_3419,Target,RCS,1034,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Casual_chath_stores_oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,1387,1175,21,85,0,94,12,84.72%,109,9.28%,0,0%,9,69030.90,9,7670.1,0.77%,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1387,0,,,,0.0077,154.11,
N2R_Existing_OT_1_12_Formal_chath_12826_REM_3261,BROD_BROD_3442,BROD_BROD_3442_2025-10-10,MASTER_CAMPAIGN_3419,Target,RCS,1080,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Formal_chath_stores_oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,None,,,,1077,904,25,84,0,52,12,83.94%,96,10.62%,0,0%,2,36990.0,2,18495,0.22%,2,5.0,1744.00,0.00,0,0.00,0,0,0%,,,,,,,,,,,,,,,,,,,,,0.0,36782.856,36782.856,1077,0,34.1531,34.1531,,0.0022,538.5,
